tx	gene
CPAR2_109060	CPAR2_109060
CPAR2_109070	CPAR2_109070
CPAR2_109080	CPAR2_109080
CPAR2_109090	CPAR2_109090
CPAR2_109100	CPAR2_109100
CPAR2_109120	CPAR2_109120
CPAR2_109130	CPAR2_109130
CPAR2_109140	CPAR2_109140
CPAR2_109150	CPAR2_109150
CPAR2_109160	CPAR2_109160
CPAR2_109170	CPAR2_109170
CPAR2_109180	CPAR2_109180
CPAR2_109190	CPAR2_109190
CPAR2_109200	CPAR2_109200
CPAR2_109210	CPAR2_109210
CPAR2_109220	CPAR2_109220
CPAR2_109230	CPAR2_109230
CPAR2_109240	CPAR2_109240
CPAR2_109250	CPAR2_109250
CPAR2_109260	CPAR2_109260
CPAR2_109270	CPAR2_109270
CPAR2_109280	CPAR2_109280
CPAR2_109290	CPAR2_109290
CPAR2_109300	CPAR2_109300
CPAR2_109310	CPAR2_109310
CPAR2_109320	CPAR2_109320
CPAR2_109340	CPAR2_109340
CPAR2_109350	CPAR2_109350
CPAR2_109360	CPAR2_109360
CPAR2_109370	CPAR2_109370
CPAR2_109380	CPAR2_109380
CPAR2_109390	CPAR2_109390
CPAR2_109400	CPAR2_109400
CPAR2_109410	CPAR2_109410
CPAR2_109420	CPAR2_109420
CPAR2_109430	CPAR2_109430
CPAR2_109440	CPAR2_109440
CPAR2_109450	CPAR2_109450
CPAR2_109480	CPAR2_109480
CPAR2_109490	CPAR2_109490
CPAR2_109500	CPAR2_109500
CPAR2_109510	CPAR2_109510
CPAR2_109520	CPAR2_109520
CPAR2_109530	CPAR2_109530
CPAR2_109540	CPAR2_109540
CPAR2_109545	CPAR2_109545
CPAR2_109550	CPAR2_109550
CPAR2_109560	CPAR2_109560
CPAR2_109570	CPAR2_109570
CPAR2_109580	CPAR2_109580
CPAR2_109590	CPAR2_109590
CPAR2_109600	CPAR2_109600
CPAR2_109610	CPAR2_109610
CPAR2_109620	CPAR2_109620
CPAR2_109630	CPAR2_109630
CPAR2_109650	CPAR2_109650
CPAR2_109660	CPAR2_109660
CPAR2_109670	CPAR2_109670
CPAR2_109680	CPAR2_109680
CPAR2_109690	CPAR2_109690
CPAR2_109700	CPAR2_109700
CPAR2_109710	CPAR2_109710
CPAR2_109720	CPAR2_109720
CPAR2_109730	CPAR2_109730
CPAR2_109740	CPAR2_109740
CPAR2_109750	CPAR2_109750
CPAR2_109760	CPAR2_109760
CPAR2_109770	CPAR2_109770
CPAR2_109780	CPAR2_109780
CPAR2_109790	CPAR2_109790
CPAR2_109800	CPAR2_109800
CPAR2_109810	CPAR2_109810
CPAR2_109830	CPAR2_109830
CPAR2_109840	CPAR2_109840
CPAR2_109850	CPAR2_109850
CPAR2_109860	CPAR2_109860
CPAR2_109880	CPAR2_109880
CPAR2_109890	CPAR2_109890
CPAR2_109900	CPAR2_109900
CPAR2_109910	CPAR2_109910
CPAR2_109920	CPAR2_109920
CPAR2_109930	CPAR2_109930
CPAR2_109950	CPAR2_109950
CPAR2_109960	CPAR2_109960
CPAR2_109970	CPAR2_109970
CPAR2_109980	CPAR2_109980
CPAR2_109990	CPAR2_109990
CPAR2_110000	CPAR2_110000
CPAR2_110010	CPAR2_110010
CPAR2_110020	CPAR2_110020
CPAR2_110030	CPAR2_110030
CPAR2_110040	CPAR2_110040
CPAR2_110050	CPAR2_110050
CPAR2_110060	CPAR2_110060
CPAR2_110070	CPAR2_110070
CPAR2_110080	CPAR2_110080
CPAR2_110090	CPAR2_110090
CPAR2_110100	CPAR2_110100
CPAR2_110110	CPAR2_110110
CPAR2_110120	CPAR2_110120
CPAR2_110130	CPAR2_110130
CPAR2_110140	CPAR2_110140
CPAR2_110180	CPAR2_110180
CPAR2_110190	CPAR2_110190
CPAR2_110200	CPAR2_110200
CPAR2_110210	CPAR2_110210
CPAR2_110220	CPAR2_110220
CPAR2_110230	CPAR2_110230
CPAR2_110240	CPAR2_110240
CPAR2_110250	CPAR2_110250
CPAR2_110260	CPAR2_110260
CPAR2_110270	CPAR2_110270
CPAR2_110280	CPAR2_110280
CPAR2_110290	CPAR2_110290
CPAR2_110300	CPAR2_110300
CPAR2_110310	CPAR2_110310
CPAR2_110320	CPAR2_110320
CPAR2_110330	CPAR2_110330
CPAR2_110340	CPAR2_110340
CPAR2_110350	CPAR2_110350
CPAR2_110360	CPAR2_110360
CPAR2_110370	CPAR2_110370
CPAR2_110380	CPAR2_110380
CPAR2_110390	CPAR2_110390
CPAR2_110400	CPAR2_110400
CPAR2_110410	CPAR2_110410
CPAR2_110420	CPAR2_110420
CPAR2_110440	CPAR2_110440
CPAR2_110450	CPAR2_110450
CPAR2_110460	CPAR2_110460
CPAR2_110470	CPAR2_110470
CPAR2_200030	CPAR2_200030
CPAR2_200040	CPAR2_200040
CPAR2_200050	CPAR2_200050
CPAR2_200060	CPAR2_200060
CPAR2_200070	CPAR2_200070
CPAR2_200080	CPAR2_200080
CPAR2_200090	CPAR2_200090
CPAR2_200100	CPAR2_200100
CPAR2_200110	CPAR2_200110
CPAR2_200120	CPAR2_200120
CPAR2_200130	CPAR2_200130
CPAR2_200140	CPAR2_200140
CPAR2_200150	CPAR2_200150
CPAR2_200160	CPAR2_200160
CPAR2_200170	CPAR2_200170
CPAR2_200180	CPAR2_200180
CPAR2_200190	CPAR2_200190
CPAR2_200200	CPAR2_200200
CPAR2_200210	CPAR2_200210
CPAR2_200230	CPAR2_200230
CPAR2_200240	CPAR2_200240
CPAR2_200250	CPAR2_200250
CPAR2_200260	CPAR2_200260
CPAR2_200270	CPAR2_200270
CPAR2_200280	CPAR2_200280
CPAR2_200290	CPAR2_200290
CPAR2_200300	CPAR2_200300
CPAR2_200310	CPAR2_200310
CPAR2_200320	CPAR2_200320
CPAR2_200330	CPAR2_200330
CPAR2_200340	CPAR2_200340
CPAR2_200350	CPAR2_200350
CPAR2_200360	CPAR2_200360
CPAR2_200370	CPAR2_200370
CPAR2_200380	CPAR2_200380
CPAR2_200390	CPAR2_200390
CPAR2_200400	CPAR2_200400
CPAR2_200410	CPAR2_200410
CPAR2_200430	CPAR2_200430
CPAR2_200440	CPAR2_200440
CPAR2_200450	CPAR2_200450
CPAR2_200470	CPAR2_200470
CPAR2_200480	CPAR2_200480
CPAR2_200490	CPAR2_200490
CPAR2_200500	CPAR2_200500
CPAR2_200550	CPAR2_200550
CPAR2_200560	CPAR2_200560
CPAR2_200570	CPAR2_200570
CPAR2_200580	CPAR2_200580
CPAR2_200590	CPAR2_200590
CPAR2_200600	CPAR2_200600
CPAR2_200610	CPAR2_200610
CPAR2_200620	CPAR2_200620
CPAR2_200630	CPAR2_200630
CPAR2_200640	CPAR2_200640
CPAR2_200650	CPAR2_200650
CPAR2_200660	CPAR2_200660
CPAR2_200670	CPAR2_200670
CPAR2_200680	CPAR2_200680
CPAR2_200690	CPAR2_200690
CPAR2_200700	CPAR2_200700
CPAR2_200720	CPAR2_200720
CPAR2_200730	CPAR2_200730
CPAR2_200740	CPAR2_200740
CPAR2_200760	CPAR2_200760
CPAR2_200770	CPAR2_200770
CPAR2_200780	CPAR2_200780
CPAR2_200790	CPAR2_200790
CPAR2_200800	CPAR2_200800
CPAR2_200810	CPAR2_200810
CPAR2_200820	CPAR2_200820
CPAR2_200830	CPAR2_200830
CPAR2_200840	CPAR2_200840
CPAR2_200850	CPAR2_200850
CPAR2_200860	CPAR2_200860
CPAR2_200870	CPAR2_200870
CPAR2_200880	CPAR2_200880
CPAR2_200900	CPAR2_200900
CPAR2_200910	CPAR2_200910
CPAR2_200920	CPAR2_200920
CPAR2_200930	CPAR2_200930
CPAR2_200940	CPAR2_200940
CPAR2_200950	CPAR2_200950
CPAR2_200970	CPAR2_200970
CPAR2_200990	CPAR2_200990
CPAR2_201000	CPAR2_201000
CPAR2_201010	CPAR2_201010
CPAR2_201030	CPAR2_201030
CPAR2_201040	CPAR2_201040
CPAR2_201050	CPAR2_201050
CPAR2_201060	CPAR2_201060
CPAR2_201070	CPAR2_201070
CPAR2_201080	CPAR2_201080
CPAR2_201090	CPAR2_201090
CPAR2_201100	CPAR2_201100
CPAR2_201110	CPAR2_201110
CPAR2_201120	CPAR2_201120
CPAR2_201130	CPAR2_201130
CPAR2_201170	CPAR2_201170
CPAR2_201180	CPAR2_201180
CPAR2_201190	CPAR2_201190
CPAR2_201200	CPAR2_201200
CPAR2_201210	CPAR2_201210
CPAR2_201220	CPAR2_201220
CPAR2_201230	CPAR2_201230
CPAR2_201240	CPAR2_201240
CPAR2_201250	CPAR2_201250
CPAR2_201260	CPAR2_201260
CPAR2_201270	CPAR2_201270
CPAR2_201280	CPAR2_201280
CPAR2_201300	CPAR2_201300
CPAR2_201310	CPAR2_201310
CPAR2_201320	CPAR2_201320
CPAR2_201330	CPAR2_201330
CPAR2_201340	CPAR2_201340
CPAR2_201350	CPAR2_201350
CPAR2_201360	CPAR2_201360
CPAR2_201380	CPAR2_201380
CPAR2_201390	CPAR2_201390
CPAR2_201400	CPAR2_201400
CPAR2_201410	CPAR2_201410
CPAR2_201420	CPAR2_201420
CPAR2_201430	CPAR2_201430
CPAR2_201440	CPAR2_201440
CPAR2_201450	CPAR2_201450
CPAR2_201460	CPAR2_201460
CPAR2_201470	CPAR2_201470
CPAR2_201480	CPAR2_201480
CPAR2_201490	CPAR2_201490
CPAR2_201500	CPAR2_201500
CPAR2_201510	CPAR2_201510
CPAR2_201520	CPAR2_201520
CPAR2_201530	CPAR2_201530
CPAR2_201540	CPAR2_201540
CPAR2_201550	CPAR2_201550
CPAR2_201560	CPAR2_201560
CPAR2_201570	CPAR2_201570
CPAR2_201580	CPAR2_201580
CPAR2_201590	CPAR2_201590
CPAR2_201600	CPAR2_201600
CPAR2_201610	CPAR2_201610
CPAR2_201620	CPAR2_201620
CPAR2_201630	CPAR2_201630
CPAR2_201640	CPAR2_201640
CPAR2_201650	CPAR2_201650
CPAR2_201660	CPAR2_201660
CPAR2_201670	CPAR2_201670
CPAR2_201680	CPAR2_201680
CPAR2_201690	CPAR2_201690
CPAR2_201700	CPAR2_201700
CPAR2_201710	CPAR2_201710
CPAR2_201720	CPAR2_201720
CPAR2_201730	CPAR2_201730
CPAR2_201740	CPAR2_201740
CPAR2_201760	CPAR2_201760
CPAR2_201770	CPAR2_201770
CPAR2_201780	CPAR2_201780
CPAR2_201790	CPAR2_201790
CPAR2_201800	CPAR2_201800
CPAR2_201810	CPAR2_201810
CPAR2_201820	CPAR2_201820
CPAR2_201830	CPAR2_201830
CPAR2_201840	CPAR2_201840
CPAR2_201850	CPAR2_201850
CPAR2_201860	CPAR2_201860
CPAR2_201870	CPAR2_201870
CPAR2_201880	CPAR2_201880
CPAR2_201890	CPAR2_201890
CPAR2_201920	CPAR2_201920
CPAR2_201940	CPAR2_201940
CPAR2_201950	CPAR2_201950
CPAR2_201970	CPAR2_201970
CPAR2_201980	CPAR2_201980
CPAR2_201990	CPAR2_201990
CPAR2_202000	CPAR2_202000
CPAR2_202010	CPAR2_202010
CPAR2_202020	CPAR2_202020
CPAR2_202030	CPAR2_202030
CPAR2_202040	CPAR2_202040
CPAR2_202050	CPAR2_202050
CPAR2_202070	CPAR2_202070
CPAR2_202080	CPAR2_202080
CPAR2_202090	CPAR2_202090
CPAR2_202100	CPAR2_202100
CPAR2_202110	CPAR2_202110
CPAR2_202120	CPAR2_202120
CPAR2_202140	CPAR2_202140
CPAR2_202150	CPAR2_202150
CPAR2_202160	CPAR2_202160
CPAR2_202170	CPAR2_202170
CPAR2_202180	CPAR2_202180
CPAR2_202190	CPAR2_202190
CPAR2_202200	CPAR2_202200
CPAR2_202210	CPAR2_202210
CPAR2_202220	CPAR2_202220
CPAR2_202230	CPAR2_202230
CPAR2_202240	CPAR2_202240
CPAR2_202250	CPAR2_202250
CPAR2_202260	CPAR2_202260
CPAR2_202270	CPAR2_202270
CPAR2_202280	CPAR2_202280
CPAR2_202290	CPAR2_202290
CPAR2_202300	CPAR2_202300
CPAR2_202310	CPAR2_202310
CPAR2_202320	CPAR2_202320
CPAR2_202330	CPAR2_202330
CPAR2_202340	CPAR2_202340
CPAR2_202350	CPAR2_202350
CPAR2_202360	CPAR2_202360
CPAR2_202370	CPAR2_202370
CPAR2_202380	CPAR2_202380
CPAR2_202390	CPAR2_202390
CPAR2_202400	CPAR2_202400
CPAR2_202410	CPAR2_202410
CPAR2_202420	CPAR2_202420
CPAR2_202430	CPAR2_202430
CPAR2_202440	CPAR2_202440
CPAR2_202450	CPAR2_202450
CPAR2_202460	CPAR2_202460
CPAR2_202470	CPAR2_202470
CPAR2_202480	CPAR2_202480
CPAR2_202500	CPAR2_202500
CPAR2_202510	CPAR2_202510
CPAR2_202520	CPAR2_202520
CPAR2_202530	CPAR2_202530
CPAR2_202550	CPAR2_202550
CPAR2_202560	CPAR2_202560
CPAR2_202570	CPAR2_202570
CPAR2_202580	CPAR2_202580
CPAR2_202590	CPAR2_202590
CPAR2_202600	CPAR2_202600
CPAR2_202610	CPAR2_202610
CPAR2_202620	CPAR2_202620
CPAR2_202630	CPAR2_202630
CPAR2_202640	CPAR2_202640
CPAR2_202650	CPAR2_202650
CPAR2_202660	CPAR2_202660
CPAR2_202670	CPAR2_202670
CPAR2_202680	CPAR2_202680
CPAR2_202690	CPAR2_202690
CPAR2_202700	CPAR2_202700
CPAR2_202710	CPAR2_202710
CPAR2_202720	CPAR2_202720
CPAR2_202730	CPAR2_202730
CPAR2_202740	CPAR2_202740
CPAR2_202750	CPAR2_202750
CPAR2_202760	CPAR2_202760
CPAR2_202770	CPAR2_202770
CPAR2_202780	CPAR2_202780
CPAR2_202790	CPAR2_202790
CPAR2_202800	CPAR2_202800
CPAR2_202810	CPAR2_202810
CPAR2_202820	CPAR2_202820
CPAR2_202830	CPAR2_202830
CPAR2_202840	CPAR2_202840
CPAR2_202850	CPAR2_202850
CPAR2_202860	CPAR2_202860
CPAR2_202900	CPAR2_202900
CPAR2_202910	CPAR2_202910
CPAR2_202920	CPAR2_202920
CPAR2_202930	CPAR2_202930
CPAR2_202940	CPAR2_202940
CPAR2_202950	CPAR2_202950
CPAR2_202960	CPAR2_202960
CPAR2_202970	CPAR2_202970
CPAR2_202980	CPAR2_202980
CPAR2_202990	CPAR2_202990
CPAR2_203000	CPAR2_203000
CPAR2_203010	CPAR2_203010
CPAR2_203020	CPAR2_203020
CPAR2_203030	CPAR2_203030
CPAR2_203040	CPAR2_203040
CPAR2_203050	CPAR2_203050
CPAR2_203060	CPAR2_203060
CPAR2_203070	CPAR2_203070
CPAR2_203080	CPAR2_203080
CPAR2_203090	CPAR2_203090
CPAR2_203100	CPAR2_203100
CPAR2_203110	CPAR2_203110
CPAR2_203120	CPAR2_203120
CPAR2_203130	CPAR2_203130
CPAR2_203140	CPAR2_203140
CPAR2_203160	CPAR2_203160
CPAR2_203170	CPAR2_203170
CPAR2_203180	CPAR2_203180
CPAR2_203190	CPAR2_203190
CPAR2_203200	CPAR2_203200
CPAR2_203210	CPAR2_203210
CPAR2_203220	CPAR2_203220
CPAR2_203230	CPAR2_203230
CPAR2_203240	CPAR2_203240
CPAR2_203250	CPAR2_203250
CPAR2_203260	CPAR2_203260
CPAR2_203270	CPAR2_203270
CPAR2_203290	CPAR2_203290
CPAR2_203300	CPAR2_203300
CPAR2_203310	CPAR2_203310
CPAR2_203320	CPAR2_203320
CPAR2_203330	CPAR2_203330
CPAR2_203340	CPAR2_203340
CPAR2_203350	CPAR2_203350
CPAR2_203370	CPAR2_203370
CPAR2_203380	CPAR2_203380
CPAR2_203390	CPAR2_203390
CPAR2_203400	CPAR2_203400
CPAR2_203410	CPAR2_203410
CPAR2_203420	CPAR2_203420
CPAR2_203430	CPAR2_203430
CPAR2_203450	CPAR2_203450
CPAR2_203460	CPAR2_203460
CPAR2_203470	CPAR2_203470
CPAR2_203480	CPAR2_203480
CPAR2_203490	CPAR2_203490
CPAR2_203500	CPAR2_203500
CPAR2_203520	CPAR2_203520
CPAR2_203530	CPAR2_203530
CPAR2_203540	CPAR2_203540
CPAR2_203550	CPAR2_203550
CPAR2_203570	CPAR2_203570
CPAR2_203580	CPAR2_203580
CPAR2_203590	CPAR2_203590
CPAR2_203600	CPAR2_203600
CPAR2_203610	CPAR2_203610
CPAR2_203620	CPAR2_203620
CPAR2_203630	CPAR2_203630
CPAR2_203640	CPAR2_203640
CPAR2_203650	CPAR2_203650
CPAR2_203660	CPAR2_203660
CPAR2_203670	CPAR2_203670
CPAR2_203680	CPAR2_203680
CPAR2_203690	CPAR2_203690
CPAR2_203710	CPAR2_203710
CPAR2_203720	CPAR2_203720
CPAR2_203730	CPAR2_203730
CPAR2_203740	CPAR2_203740
CPAR2_203750	CPAR2_203750
CPAR2_203760	CPAR2_203760
CPAR2_203770	CPAR2_203770
CPAR2_203780	CPAR2_203780
CPAR2_203790	CPAR2_203790
CPAR2_203800	CPAR2_203800
CPAR2_203810	CPAR2_203810
CPAR2_203820	CPAR2_203820
CPAR2_203830	CPAR2_203830
CPAR2_203840	CPAR2_203840
CPAR2_203850	CPAR2_203850
CPAR2_203860	CPAR2_203860
CPAR2_203870	CPAR2_203870
CPAR2_203880	CPAR2_203880
CPAR2_203890	CPAR2_203890
CPAR2_203900	CPAR2_203900
CPAR2_203910	CPAR2_203910
CPAR2_203920	CPAR2_203920
CPAR2_203930	CPAR2_203930
CPAR2_203950	CPAR2_203950
CPAR2_203970	CPAR2_203970
CPAR2_203980	CPAR2_203980
CPAR2_203990	CPAR2_203990
CPAR2_204000	CPAR2_204000
CPAR2_204010	CPAR2_204010
CPAR2_204020	CPAR2_204020
CPAR2_204030	CPAR2_204030
CPAR2_204040	CPAR2_204040
CPAR2_204050	CPAR2_204050
CPAR2_204060	CPAR2_204060
CPAR2_204070	CPAR2_204070
CPAR2_204080	CPAR2_204080
CPAR2_204090	CPAR2_204090
CPAR2_204110	CPAR2_204110
CPAR2_204120	CPAR2_204120
CPAR2_204140	CPAR2_204140
CPAR2_204150	CPAR2_204150
CPAR2_204160	CPAR2_204160
CPAR2_204170	CPAR2_204170
CPAR2_204180	CPAR2_204180
CPAR2_204190	CPAR2_204190
CPAR2_204200	CPAR2_204200
CPAR2_204220	CPAR2_204220
CPAR2_204230	CPAR2_204230
CPAR2_204240	CPAR2_204240
CPAR2_204250	CPAR2_204250
CPAR2_204260	CPAR2_204260
CPAR2_204270	CPAR2_204270
CPAR2_204280	CPAR2_204280
CPAR2_204300	CPAR2_204300
CPAR2_204310	CPAR2_204310
CPAR2_204320	CPAR2_204320
CPAR2_204330	CPAR2_204330
CPAR2_204340	CPAR2_204340
CPAR2_204350	CPAR2_204350
CPAR2_204360	CPAR2_204360
CPAR2_204370	CPAR2_204370
CPAR2_204380	CPAR2_204380
CPAR2_204390	CPAR2_204390
CPAR2_204400	CPAR2_204400
CPAR2_204410	CPAR2_204410
CPAR2_204430	CPAR2_204430
CPAR2_204440	CPAR2_204440
CPAR2_204450	CPAR2_204450
CPAR2_204460	CPAR2_204460
CPAR2_204470	CPAR2_204470
CPAR2_204480	CPAR2_204480
CPAR2_204490	CPAR2_204490
CPAR2_204500	CPAR2_204500
CPAR2_204510	CPAR2_204510
CPAR2_204520	CPAR2_204520
CPAR2_204530	CPAR2_204530
CPAR2_204540	CPAR2_204540
CPAR2_204550	CPAR2_204550
CPAR2_204560	CPAR2_204560
CPAR2_204570	CPAR2_204570
CPAR2_204580	CPAR2_204580
CPAR2_204590	CPAR2_204590
CPAR2_204610	CPAR2_204610
CPAR2_204620	CPAR2_204620
CPAR2_204630	CPAR2_204630
CPAR2_204640	CPAR2_204640
CPAR2_204650	CPAR2_204650
CPAR2_204660	CPAR2_204660
CPAR2_204670	CPAR2_204670
CPAR2_204680	CPAR2_204680
CPAR2_204690	CPAR2_204690
CPAR2_204700	CPAR2_204700
CPAR2_204710	CPAR2_204710
CPAR2_204720	CPAR2_204720
CPAR2_204730	CPAR2_204730
CPAR2_204740	CPAR2_204740
CPAR2_204750	CPAR2_204750
CPAR2_204760	CPAR2_204760
CPAR2_204770	CPAR2_204770
CPAR2_204780	CPAR2_204780
CPAR2_204790	CPAR2_204790
CPAR2_204800	CPAR2_204800
CPAR2_204820	CPAR2_204820
CPAR2_204830	CPAR2_204830
CPAR2_204850	CPAR2_204850
CPAR2_204860	CPAR2_204860
CPAR2_204870	CPAR2_204870
CPAR2_204880	CPAR2_204880
CPAR2_204900	CPAR2_204900
CPAR2_204910	CPAR2_204910
CPAR2_204920	CPAR2_204920
CPAR2_204930	CPAR2_204930
CPAR2_204940	CPAR2_204940
CPAR2_204950	CPAR2_204950
CPAR2_204960	CPAR2_204960
CPAR2_204970	CPAR2_204970
CPAR2_204980	CPAR2_204980
CPAR2_204990	CPAR2_204990
CPAR2_205000	CPAR2_205000
CPAR2_205010	CPAR2_205010
CPAR2_205020	CPAR2_205020
CPAR2_205030	CPAR2_205030
CPAR2_205040	CPAR2_205040
CPAR2_205060	CPAR2_205060
CPAR2_205070	CPAR2_205070
CPAR2_205080	CPAR2_205080
CPAR2_205100	CPAR2_205100
CPAR2_205110	CPAR2_205110
CPAR2_205120	CPAR2_205120
CPAR2_205130	CPAR2_205130
CPAR2_205140	CPAR2_205140
CPAR2_205160	CPAR2_205160
CPAR2_205170	CPAR2_205170
CPAR2_205180	CPAR2_205180
CPAR2_205190	CPAR2_205190
CPAR2_205200	CPAR2_205200
CPAR2_205210	CPAR2_205210
CPAR2_205220	CPAR2_205220
CPAR2_205230	CPAR2_205230
CPAR2_205240	CPAR2_205240
CPAR2_205250	CPAR2_205250
CPAR2_205260	CPAR2_205260
CPAR2_205270	CPAR2_205270
CPAR2_205280	CPAR2_205280
CPAR2_205290	CPAR2_205290
CPAR2_205300	CPAR2_205300
CPAR2_205310	CPAR2_205310
CPAR2_205320	CPAR2_205320
CPAR2_205330	CPAR2_205330
CPAR2_205340	CPAR2_205340
CPAR2_205350	CPAR2_205350
CPAR2_205360	CPAR2_205360
CPAR2_205370	CPAR2_205370
CPAR2_205380	CPAR2_205380
CPAR2_205390	CPAR2_205390
CPAR2_205400	CPAR2_205400
CPAR2_205410	CPAR2_205410
CPAR2_205420	CPAR2_205420
CPAR2_205430	CPAR2_205430
CPAR2_205450	CPAR2_205450
CPAR2_205460	CPAR2_205460
CPAR2_205470	CPAR2_205470
CPAR2_205480	CPAR2_205480
CPAR2_205490	CPAR2_205490
CPAR2_205510	CPAR2_205510
CPAR2_205530	CPAR2_205530
CPAR2_205540	CPAR2_205540
CPAR2_205550	CPAR2_205550
CPAR2_205580	CPAR2_205580
CPAR2_205590	CPAR2_205590
CPAR2_205600	CPAR2_205600
CPAR2_205610	CPAR2_205610
CPAR2_205620	CPAR2_205620
CPAR2_205630	CPAR2_205630
CPAR2_205640	CPAR2_205640
CPAR2_205650	CPAR2_205650
CPAR2_205660	CPAR2_205660
CPAR2_205670	CPAR2_205670
CPAR2_205680	CPAR2_205680
CPAR2_205690	CPAR2_205690
CPAR2_205700	CPAR2_205700
CPAR2_205720	CPAR2_205720
CPAR2_205730	CPAR2_205730
CPAR2_205740	CPAR2_205740
CPAR2_205750	CPAR2_205750
CPAR2_205760	CPAR2_205760
CPAR2_205770	CPAR2_205770
CPAR2_205780	CPAR2_205780
CPAR2_205790	CPAR2_205790
CPAR2_205810	CPAR2_205810
CPAR2_205820	CPAR2_205820
CPAR2_205830	CPAR2_205830
CPAR2_205840	CPAR2_205840
CPAR2_205850	CPAR2_205850
CPAR2_205860	CPAR2_205860
CPAR2_205870	CPAR2_205870
CPAR2_205890	CPAR2_205890
CPAR2_205910	CPAR2_205910
CPAR2_205920	CPAR2_205920
CPAR2_205930	CPAR2_205930
CPAR2_205940	CPAR2_205940
CPAR2_205950	CPAR2_205950
CPAR2_205960	CPAR2_205960
CPAR2_205970	CPAR2_205970
CPAR2_205980	CPAR2_205980
CPAR2_205990	CPAR2_205990
CPAR2_206000	CPAR2_206000
CPAR2_206010	CPAR2_206010
CPAR2_206020	CPAR2_206020
CPAR2_206030	CPAR2_206030
CPAR2_206040	CPAR2_206040
CPAR2_206050	CPAR2_206050
CPAR2_206060	CPAR2_206060
CPAR2_206070	CPAR2_206070
CPAR2_206080	CPAR2_206080
CPAR2_206090	CPAR2_206090
CPAR2_206110	CPAR2_206110
CPAR2_206120	CPAR2_206120
CPAR2_206130	CPAR2_206130
CPAR2_206140	CPAR2_206140
CPAR2_206150	CPAR2_206150
CPAR2_206160	CPAR2_206160
CPAR2_206170	CPAR2_206170
CPAR2_206180	CPAR2_206180
CPAR2_206190	CPAR2_206190
CPAR2_206200	CPAR2_206200
CPAR2_206210	CPAR2_206210
CPAR2_206220	CPAR2_206220
CPAR2_206240	CPAR2_206240
CPAR2_206250	CPAR2_206250
CPAR2_206270	CPAR2_206270
CPAR2_206280	CPAR2_206280
CPAR2_206290	CPAR2_206290
CPAR2_206300	CPAR2_206300
CPAR2_206310	CPAR2_206310
CPAR2_206320	CPAR2_206320
CPAR2_206330	CPAR2_206330
CPAR2_206340	CPAR2_206340
CPAR2_206350	CPAR2_206350
CPAR2_206360	CPAR2_206360
CPAR2_206370	CPAR2_206370
CPAR2_206380	CPAR2_206380
CPAR2_206390	CPAR2_206390
CPAR2_206400	CPAR2_206400
CPAR2_206410	CPAR2_206410
CPAR2_206420	CPAR2_206420
CPAR2_206430	CPAR2_206430
CPAR2_206440	CPAR2_206440
CPAR2_206450	CPAR2_206450
CPAR2_206460	CPAR2_206460
CPAR2_206470	CPAR2_206470
CPAR2_206480	CPAR2_206480
CPAR2_206490	CPAR2_206490
CPAR2_206510	CPAR2_206510
CPAR2_206520	CPAR2_206520
CPAR2_206530	CPAR2_206530
CPAR2_206540	CPAR2_206540
CPAR2_206550	CPAR2_206550
CPAR2_206570	CPAR2_206570
CPAR2_206580	CPAR2_206580
CPAR2_206590	CPAR2_206590
CPAR2_206600	CPAR2_206600
CPAR2_206610	CPAR2_206610
CPAR2_206620	CPAR2_206620
CPAR2_206630	CPAR2_206630
CPAR2_206640	CPAR2_206640
CPAR2_206650	CPAR2_206650
CPAR2_206660	CPAR2_206660
CPAR2_206670	CPAR2_206670
CPAR2_206690	CPAR2_206690
CPAR2_206700	CPAR2_206700
CPAR2_206710	CPAR2_206710
CPAR2_206720	CPAR2_206720
CPAR2_206730	CPAR2_206730
CPAR2_206740	CPAR2_206740
CPAR2_206750	CPAR2_206750
CPAR2_206760	CPAR2_206760
CPAR2_206770	CPAR2_206770
CPAR2_206780	CPAR2_206780
CPAR2_206790	CPAR2_206790
CPAR2_206800	CPAR2_206800
CPAR2_206810	CPAR2_206810
CPAR2_206820	CPAR2_206820
CPAR2_206830	CPAR2_206830
CPAR2_206840	CPAR2_206840
CPAR2_206860	CPAR2_206860
CPAR2_206870	CPAR2_206870
CPAR2_206880	CPAR2_206880
CPAR2_206890	CPAR2_206890
CPAR2_206900	CPAR2_206900
CPAR2_206920	CPAR2_206920
CPAR2_206930	CPAR2_206930
CPAR2_206940	CPAR2_206940
CPAR2_206950	CPAR2_206950
CPAR2_206960	CPAR2_206960
CPAR2_206970	CPAR2_206970
CPAR2_206990	CPAR2_206990
CPAR2_207010	CPAR2_207010
CPAR2_207020	CPAR2_207020
CPAR2_207030	CPAR2_207030
CPAR2_207040	CPAR2_207040
CPAR2_207050	CPAR2_207050
CPAR2_207060	CPAR2_207060
CPAR2_207070	CPAR2_207070
CPAR2_207080	CPAR2_207080
CPAR2_207100	CPAR2_207100
CPAR2_207140	CPAR2_207140
CPAR2_207150	CPAR2_207150
CPAR2_207160	CPAR2_207160
CPAR2_207170	CPAR2_207170
CPAR2_207180	CPAR2_207180
CPAR2_207190	CPAR2_207190
CPAR2_207200	CPAR2_207200
CPAR2_207210	CPAR2_207210
CPAR2_207220	CPAR2_207220
