tx	gene
CPAR2_807670	CPAR2_807670
CPAR2_807680	CPAR2_807680
CPAR2_807690	CPAR2_807690
CPAR2_807700	CPAR2_807700
CPAR2_807730	CPAR2_807730
CPAR2_807750	CPAR2_807750
CPAR2_807760	CPAR2_807760
CPAR2_807770	CPAR2_807770
CPAR2_807780	CPAR2_807780
CPAR2_807790	CPAR2_807790
CPAR2_807800	CPAR2_807800
CPAR2_807810	CPAR2_807810
CPAR2_807820	CPAR2_807820
CPAR2_807830	CPAR2_807830
CPAR2_807840	CPAR2_807840
CPAR2_807850	CPAR2_807850
CPAR2_807860	CPAR2_807860
CPAR2_807870	CPAR2_807870
CPAR2_807880	CPAR2_807880
CPAR2_807910	CPAR2_807910
CPAR2_807920	CPAR2_807920
CPAR2_807930	CPAR2_807930
CPAR2_807940	CPAR2_807940
CPAR2_807950	CPAR2_807950
CPAR2_807960	CPAR2_807960
CPAR2_807970	CPAR2_807970
CPAR2_807980	CPAR2_807980
CPAR2_807990	CPAR2_807990
CPAR2_808000	CPAR2_808000
CPAR2_808010	CPAR2_808010
CPAR2_808020	CPAR2_808020
CPAR2_808030	CPAR2_808030
CPAR2_808040	CPAR2_808040
CPAR2_808050	CPAR2_808050
CPAR2_808060	CPAR2_808060
CPAR2_808070	CPAR2_808070
CPAR2_808080	CPAR2_808080
CPAR2_808090	CPAR2_808090
CPAR2_808100	CPAR2_808100
CPAR2_808110	CPAR2_808110
CPAR2_808120	CPAR2_808120
CPAR2_808130	CPAR2_808130
CPAR2_808140	CPAR2_808140
CPAR2_808150	CPAR2_808150
CPAR2_808160	CPAR2_808160
CPAR2_808180	CPAR2_808180
CPAR2_808190	CPAR2_808190
CPAR2_808200	CPAR2_808200
CPAR2_808210	CPAR2_808210
CPAR2_808220	CPAR2_808220
CPAR2_808230	CPAR2_808230
CPAR2_808240	CPAR2_808240
CPAR2_808250	CPAR2_808250
CPAR2_808260	CPAR2_808260
CPAR2_808270	CPAR2_808270
CPAR2_808280	CPAR2_808280
CPAR2_808290	CPAR2_808290
CPAR2_808300	CPAR2_808300
CPAR2_808410	CPAR2_808410
CPAR2_808420	CPAR2_808420
CPAR2_808430	CPAR2_808430
CPAR2_808440	CPAR2_808440
CPAR2_808450	CPAR2_808450
CPAR2_808470	CPAR2_808470
CPAR2_808480	CPAR2_808480
CPAR2_808490	CPAR2_808490
CPAR2_808500	CPAR2_808500
CPAR2_808510	CPAR2_808510
CPAR2_808520	CPAR2_808520
CPAR2_808530	CPAR2_808530
CPAR2_808540	CPAR2_808540
CPAR2_808550	CPAR2_808550
CPAR2_808560	CPAR2_808560
CPAR2_808570	CPAR2_808570
CPAR2_808580	CPAR2_808580
CPAR2_808590	CPAR2_808590
CPAR2_808600	CPAR2_808600
CPAR2_808610	CPAR2_808610
CPAR2_808620	CPAR2_808620
CPAR2_808640	CPAR2_808640
CPAR2_808650	CPAR2_808650
CPAR2_808660	CPAR2_808660
CPAR2_808670	CPAR2_808670
CPAR2_808690	CPAR2_808690
CPAR2_808700	CPAR2_808700
CPAR2_808710	CPAR2_808710
CPAR2_808720	CPAR2_808720
CPAR2_808730	CPAR2_808730
CPAR2_808740	CPAR2_808740
CPAR2_808750	CPAR2_808750
CPAR2_808760	CPAR2_808760
CPAR2_808770	CPAR2_808770
CPAR2_808780	CPAR2_808780
CPAR2_808790	CPAR2_808790
CPAR2_808800	CPAR2_808800
CPAR2_808810	CPAR2_808810
CPAR2_808820	CPAR2_808820
CPAR2_808830	CPAR2_808830
CPAR2_808840	CPAR2_808840
CPAR2_808860	CPAR2_808860
CPAR2_808870	CPAR2_808870
CPAR2_808880	CPAR2_808880
CPAR2_808890	CPAR2_808890
CPAR2_808900	CPAR2_808900
CPAR2_808920	CPAR2_808920
CPAR2_808930	CPAR2_808930
CPAR2_808940	CPAR2_808940
CPAR2_808950	CPAR2_808950
CPAR2_808960	CPAR2_808960
CPAR2_808970	CPAR2_808970
CPAR2_808980	CPAR2_808980
CPAR2_808990	CPAR2_808990
CPAR2_809000	CPAR2_809000
CPAR2_809020	CPAR2_809020
CPAR2_809030	CPAR2_809030
CPAR2_809040	CPAR2_809040
CPAR2_809050	CPAR2_809050
LELG_00002	CPAR2_800090
LELG_00003	CPAR2_800100
LELG_00004	CPAR2_800110
LELG_00005	CPAR2_800130
LELG_00006	CPAR2_800140
LELG_00007	CPAR2_800150
LELG_00009	CPAR2_800160
LELG_00010	CPAR2_800170
LELG_00011	CPAR2_800180
LELG_00012	CPAR2_800190
LELG_00013	CPAR2_800200
LELG_00014	CPAR2_800210
LELG_00015	CPAR2_800220
LELG_00017	CPAR2_800260
LELG_00018	CPAR2_800280
LELG_00019	CPAR2_800290
LELG_00022	CPAR2_800300
LELG_00024	CPAR2_800310
LELG_00025	CPAR2_800320
LELG_00027	CPAR2_800360
LELG_00028	CPAR2_800370
LELG_00029	CPAR2_800390
LELG_00030	CPAR2_800400
LELG_00036	CPAR2_800440
LELG_00037	CPAR2_800450
LELG_00038	CPAR2_800460
LELG_00041	CPAR2_800470
LELG_00042	CPAR2_800480
LELG_00043	CPAR2_800490
LELG_00044	CPAR2_800510
LELG_00045	CPAR2_800620
LELG_00046	CPAR2_800550
LELG_00047	CPAR2_800560
LELG_00048	CPAR2_800570
LELG_00049	CPAR2_800580
LELG_00051	CPAR2_800590
LELG_00053	CPAR2_800600
LELG_00054	CPAR2_800610
LELG_00055	CPAR2_800530
LELG_00056	CPAR2_800540
LELG_00057	CPAR2_800630
LELG_00058	CPAR2_800640
LELG_00059	CPAR2_800650
LELG_00060	CPAR2_800660
LELG_00061	CPAR2_800670
LELG_00062	CPAR2_800680
LELG_00063	CPAR2_800700
LELG_00064	CPAR2_800710
LELG_00065	CPAR2_800720
LELG_00067	CPAR2_800730
LELG_00069	CPAR2_801440
LELG_00070	CPAR2_801450
LELG_00071	CPAR2_801460
LELG_00073	CPAR2_801430
LELG_00074	CPAR2_801420
LELG_00075	CPAR2_801410
LELG_00076	CPAR2_801400
LELG_00077	CPAR2_801390
LELG_00078	CPAR2_801380
LELG_00079	CPAR2_801370
LELG_00081	CPAR2_801360
LELG_00082	CPAR2_801350
LELG_00083	CPAR2_801340
LELG_00084	CPAR2_801330
LELG_00085	CPAR2_801320
LELG_00086	CPAR2_801310
LELG_00087	CPAR2_801300
LELG_00089	CPAR2_801280
LELG_00090	CPAR2_801270
LELG_00091	CPAR2_801260
LELG_00093	CPAR2_801250
LELG_00094	CPAR2_801240
LELG_00095	CPAR2_801230
LELG_00096	CPAR2_801220
LELG_00098	CPAR2_801210
LELG_00099	CPAR2_801200
LELG_00100	CPAR2_801190
LELG_00101	CPAR2_801180
LELG_00102	CPAR2_801170
LELG_00103	CPAR2_801160
LELG_00104	CPAR2_801150
LELG_00105	CPAR2_801140
LELG_00106	CPAR2_801130
LELG_00107	CPAR2_801120
LELG_00108	CPAR2_801100
LELG_00110	CPAR2_800980
LELG_00111	CPAR2_800990
LELG_00112	CPAR2_801000
LELG_00113	CPAR2_801010
LELG_00114	CPAR2_801020
LELG_00115	CPAR2_801030
LELG_00116	CPAR2_801040
LELG_00117	CPAR2_801050
LELG_00118	CPAR2_801060
LELG_00119	CPAR2_801070
LELG_00120	CPAR2_801080
LELG_00121	CPAR2_801090
LELG_00122	CPAR2_800970
LELG_00123	CPAR2_800760
LELG_00124	CPAR2_800810
LELG_00125	CPAR2_800770
LELG_00126	CPAR2_800780
LELG_00127	CPAR2_800790
LELG_00128	CPAR2_800800
LELG_00129	CPAR2_800820
LELG_00130	CPAR2_800830
LELG_00131	CPAR2_800840
LELG_00132	CPAR2_800850
LELG_00133	CPAR2_800860
LELG_00135	CPAR2_800870
LELG_00136	CPAR2_800880
LELG_00137	CPAR2_800890
LELG_00139	CPAR2_800900
LELG_00140	CPAR2_800910
LELG_00141	CPAR2_800930
LELG_00142	CPAR2_800940
LELG_00143	CPAR2_800960
LELG_00144	CPAR2_800750
LELG_00145	CPAR2_800740
LELG_00147	CPAR2_801470
LELG_00149	CPAR2_801480
LELG_00150	CPAR2_801500
LELG_00151	CPAR2_801490
LELG_00153	CPAR2_801510
LELG_00154	CPAR2_801520
LELG_00155	CPAR2_801530
LELG_00156	CPAR2_801540
LELG_00157	CPAR2_801550
LELG_00158	CPAR2_801560
LELG_00159	CPAR2_803200
LELG_00160	CPAR2_803210
LELG_00161	CPAR2_803220
LELG_00162	CPAR2_803230
LELG_00164	CPAR2_803240
LELG_00165	CPAR2_803245
LELG_00166	CPAR2_803250
LELG_00167	CPAR2_803260
LELG_00171	CPAR2_803180
LELG_00172	CPAR2_803170
LELG_00174	CPAR2_209680
LELG_00175	CPAR2_803130
LELG_00176	CPAR2_803150
LELG_00177	CPAR2_803120
LELG_00178	CPAR2_803110
LELG_00179	CPAR2_803100
LELG_00181	CPAR2_803010
LELG_00182	CPAR2_803050
LELG_00183	CPAR2_803060
LELG_00184	CPAR2_802990
LELG_00185	CPAR2_803090
LELG_00186	CPAR2_802970
LELG_00187	CPAR2_802960
LELG_00188	CPAR2_802950
LELG_00189	CPAR2_802940
LELG_00190	CPAR2_802930
LELG_00191	CPAR2_802920
LELG_00192	CPAR2_802910
LELG_00193	CPAR2_802900
LELG_00194	CPAR2_802880
LELG_00195	CPAR2_802870
LELG_00196	CPAR2_802860
LELG_00197	CPAR2_802850
LELG_00198	CPAR2_802840
LELG_00199	CPAR2_802830
LELG_00200	CPAR2_802820
LELG_00201	CPAR2_802810
LELG_00202	CPAR2_802800
LELG_00203	CPAR2_802790
LELG_00204	CPAR2_802780
LELG_00205	CPAR2_802770
LELG_00206	CPAR2_802760
LELG_00207	CPAR2_802750
LELG_00208	CPAR2_802740
LELG_00209	CPAR2_802730
LELG_00210	CPAR2_802720
LELG_00211	CPAR2_802680
LELG_00213	CPAR2_802670
LELG_00214	CPAR2_802660
LELG_00215	CPAR2_802650
LELG_00216	CPAR2_802640
LELG_00217	CPAR2_802630
LELG_00218	CPAR2_802620
LELG_00219	CPAR2_802610
LELG_00220	CPAR2_802600
LELG_00221	CPAR2_802590
LELG_00222	CPAR2_802580
LELG_00223	CPAR2_802570
LELG_00224	CPAR2_802560
LELG_00225	CPAR2_802550
LELG_00226	CPAR2_802540
LELG_00227	CPAR2_802530
LELG_00228	CPAR2_802510
LELG_00229	CPAR2_802500
LELG_00230	CPAR2_802490
LELG_00231	CPAR2_802480
LELG_00232	CPAR2_802460
LELG_00233	CPAR2_802470
LELG_00234	CPAR2_802450
LELG_00236	CPAR2_802440
LELG_00237	CPAR2_802430
LELG_00238	CPAR2_802420
LELG_00239	CPAR2_802410
LELG_00240	CPAR2_802400
LELG_00241	CPAR2_802390
LELG_00242	CPAR2_802380
LELG_00243	CPAR2_802370
LELG_00244	CPAR2_802360
LELG_00245	CPAR2_802350
LELG_00246	CPAR2_802340
LELG_00247	CPAR2_802330
LELG_00248	CPAR2_802320
LELG_00249	CPAR2_802310
LELG_00250	CPAR2_802300
LELG_00251	CPAR2_802290
LELG_00252	CPAR2_802280
LELG_00253	CPAR2_802270
LELG_00254	CPAR2_802250
LELG_00255	CPAR2_802240
LELG_00256	CPAR2_802230
LELG_00257	CPAR2_802220
LELG_00258	CPAR2_802210
LELG_00259	CPAR2_802200
LELG_00260	CPAR2_802190
LELG_00261	CPAR2_802180
LELG_00262	CPAR2_802170
LELG_00263	CPAR2_802160
LELG_00264	CPAR2_802150
LELG_00265	CPAR2_802140
LELG_00266	CPAR2_802130
LELG_00267	CPAR2_802120
LELG_00268	CPAR2_802110
LELG_00269	CPAR2_802100
LELG_00270	CPAR2_802090
LELG_00271	CPAR2_802080
LELG_00272	CPAR2_802070
LELG_00273	CPAR2_802060
LELG_00274	CPAR2_802050
LELG_00275	CPAR2_802040
LELG_00276	CPAR2_802030
LELG_00277	CPAR2_802020
LELG_00278	CPAR2_802010
LELG_00279	CPAR2_802000
LELG_00280	CPAR2_801990
LELG_00281	CPAR2_801980
LELG_00282	CPAR2_801970
LELG_00283	CPAR2_801960
LELG_00285	CPAR2_801950
LELG_00287	CPAR2_801930
LELG_00289	CPAR2_801920
LELG_00290	CPAR2_801910
LELG_00291	CPAR2_801900
LELG_00292	CPAR2_801890
LELG_00294	CPAR2_801880
LELG_00295	CPAR2_801870
LELG_00296	CPAR2_801860
LELG_00297	CPAR2_801850
LELG_00300	CPAR2_801800
LELG_00301	CPAR2_801810
LELG_00302	CPAR2_801820
LELG_00303	CPAR2_801770
LELG_00304	CPAR2_801760
LELG_00305	CPAR2_801740
LELG_00306	CPAR2_801710
LELG_00307	CPAR2_801720
LELG_00308	CPAR2_801730
LELG_00309	CPAR2_801700
LELG_00310	CPAR2_801690
LELG_00311	CPAR2_801680
LELG_00312	CPAR2_801670
LELG_00313	CPAR2_801650
LELG_00314	CPAR2_801640
LELG_00315	CPAR2_801630
LELG_00316	CPAR2_801600
LELG_00317	CPAR2_801590
LELG_00318	CPAR2_801580
LELG_00319	CPAR2_801570
LELG_00320	CPAR2_804150
LELG_00321	CPAR2_804140
LELG_00322	CPAR2_804080
LELG_00324	CPAR2_804090
LELG_00325	CPAR2_804360
LELG_00326	CPAR2_804350
LELG_00327	CPAR2_804340
LELG_00328	CPAR2_804200
LELG_00329	CPAR2_804210
LELG_00330	CPAR2_804410
LELG_00331	CPAR2_804230
LELG_00332	CPAR2_804310
LELG_00333	CPAR2_804250
LELG_00334	CPAR2_804260
LELG_00335	CPAR2_804270
LELG_00336	CPAR2_804280
LELG_00337	CPAR2_804290
LELG_00338	CPAR2_804300
LELG_00339	CPAR2_804240
LELG_00340	CPAR2_804440
LELG_00341	CPAR2_804450
LELG_00342	CPAR2_804460
LELG_00343	CPAR2_804490
LELG_00344	CPAR2_804500
LELG_00345	CPAR2_804510
LELG_00346	CPAR2_804520
LELG_00347	CPAR2_804530
LELG_00348	CPAR2_804540
LELG_00349	CPAR2_804550
LELG_00350	CPAR2_804560
LELG_00353	CPAR2_804580
LELG_00355	CPAR2_804585
LELG_00356	CPAR2_804590
LELG_00357	CPAR2_804600
LELG_00358	CPAR2_804610
LELG_00359	CPAR2_804890
LELG_00360	CPAR2_804870
LELG_00361	CPAR2_804860
LELG_00362	CPAR2_804850
LELG_00363	CPAR2_804840
LELG_00364	CPAR2_804830
LELG_00365	CPAR2_804820
LELG_00366	CPAR2_804810
LELG_00367	CPAR2_804800
LELG_00368	CPAR2_804790
LELG_00369	CPAR2_804780
LELG_00370	CPAR2_804770
LELG_00372	CPAR2_804760
LELG_00373	CPAR2_804750
LELG_00374	CPAR2_804740
LELG_00375	CPAR2_804730
LELG_00376	CPAR2_804720
LELG_00377	CPAR2_804710
LELG_00378	CPAR2_804700
LELG_00379	CPAR2_804690
LELG_00380	CPAR2_804680
LELG_00381	CPAR2_804670
LELG_00382	CPAR2_804660
LELG_00383	CPAR2_804650
LELG_00385	CPAR2_804640
LELG_00386	CPAR2_804630
LELG_00387	CPAR2_804620
LELG_00388	CPAR2_804130
LELG_00389	CPAR2_804190
LELG_00390	CPAR2_804180
LELG_00391	CPAR2_804170
LELG_00392	CPAR2_804160
LELG_00393	CPAR2_803270
LELG_00394	CPAR2_803280
LELG_00395	CPAR2_803290
LELG_00396	CPAR2_803300
LELG_00397	CPAR2_803310
LELG_00398	CPAR2_803320
LELG_00399	CPAR2_803330
LELG_00400	CPAR2_803340
LELG_00401	CPAR2_803350
LELG_00402	CPAR2_803360
LELG_00404	CPAR2_803370
LELG_00405	CPAR2_803380
LELG_00406	CPAR2_803400
LELG_00407	CPAR2_803410
LELG_00408	CPAR2_803420
LELG_00409	CPAR2_803430
LELG_00411	CPAR2_803480
LELG_00412	CPAR2_803470
LELG_00413	CPAR2_803460
LELG_00414	CPAR2_803450
LELG_00415	CPAR2_803440
LELG_00416	CPAR2_803490
LELG_00417	CPAR2_803500
LELG_00418	CPAR2_803510
LELG_00419	CPAR2_803520
LELG_00420	CPAR2_803530
LELG_00421	CPAR2_803540
LELG_00422	CPAR2_803550
LELG_00423	CPAR2_803560
LELG_00424	CPAR2_301680
LELG_00425	CPAR2_301670
LELG_00426	CPAR2_301660
LELG_00427	CPAR2_301650
LELG_00428	CPAR2_301640
LELG_00429	CPAR2_805240
LELG_00430	CPAR2_805250
LELG_00431	CPAR2_805260
LELG_00433	CPAR2_805270
LELG_00434	CPAR2_805220
LELG_00435	CPAR2_805010
LELG_00436	CPAR2_805200
LELG_00437	CPAR2_805180
LELG_00439	CPAR2_805170
LELG_00440	CPAR2_805160
LELG_00441	CPAR2_805130
LELG_00442	CPAR2_805120
LELG_00443	CPAR2_805110
LELG_00444	CPAR2_805100
LELG_00445	CPAR2_805090
LELG_00446	CPAR2_804960
LELG_00447	CPAR2_804970
LELG_00448	CPAR2_804980
LELG_00450	CPAR2_804990
LELG_00451	CPAR2_805000
LELG_00452	CPAR2_805020
LELG_00454	CPAR2_805030
LELG_00455	CPAR2_805040
LELG_00456	CPAR2_805050
LELG_00457	CPAR2_805060
LELG_00458	CPAR2_805070
LELG_00459	CPAR2_805080
LELG_00460	CPAR2_200120
LELG_00461	CPAR2_803930
LELG_00462	CPAR2_803920
LELG_00463	CPAR2_803910
LELG_00464	CPAR2_803900
LELG_00465	CPAR2_803760
LELG_00466	CPAR2_803750
LELG_00467	CPAR2_803740
LELG_00468	CPAR2_803730
LELG_00469	CPAR2_803720
LELG_00470	CPAR2_803710
LELG_00471	CPAR2_803700
LELG_00472	CPAR2_803690
LELG_00473	CPAR2_803680
LELG_00474	CPAR2_803670
LELG_00475	CPAR2_502500
LELG_00476	CPAR2_502490
LELG_00477	CPAR2_803660
LELG_00478	CPAR2_803650
LELG_00479	CPAR2_803640
LELG_00480	CPAR2_803630
LELG_00481	CPAR2_803620
LELG_00482	CPAR2_803610
LELG_00483	CPAR2_803600
LELG_00484	CPAR2_803580
LELG_00485	CPAR2_803570
LELG_00488	CPAR2_804000
LELG_00489	CPAR2_803990
LELG_00490	CPAR2_206270
LELG_00491	CPAR2_206280
LELG_00492	CPAR2_206290
LELG_00494	CPAR2_206300
LELG_00496	CPAR2_803890
LELG_00497	CPAR2_803880
LELG_00499	CPAR2_803770
LELG_00500	CPAR2_803780
LELG_00501	CPAR2_803790
LELG_00502	CPAR2_803800
LELG_00503	CPAR2_803810
LELG_00504	CPAR2_803820
LELG_00505	CPAR2_803830
LELG_00506	CPAR2_803860
LELG_00507	CPAR2_803870
LELG_00508	CPAR2_301780
LELG_00509	CPAR2_301790
LELG_00510	CPAR2_206310
LELG_00511	CPAR2_301770
LELG_00512	CPAR2_301760
LELG_00514	CPAR2_301740
LELG_00515	CPAR2_301690
LELG_00516	CPAR2_301700
LELG_00517	CPAR2_301710
LELG_00518	CPAR2_804330
LELG_00519	CPAR2_804400
LELG_00520	CPAR2_804390
LELG_00521	CPAR2_804380
LELG_00522	CPAR2_804370
LELG_00523	CPAR2_804100
LELG_00524	CPAR2_804110
LELG_00525	CPAR2_804120
LELG_00526	CPAR2_804070
LELG_00527	CPAR2_804060
LELG_00528	CPAR2_804020
LELG_00529	CPAR2_804010
LELG_00530	CPAR2_301730
LELG_00532	CPAR2_804900
LELG_00533	CPAR2_804910
LELG_00534	CPAR2_804920
LELG_00535	CPAR2_804930
LELG_00536	CPAR2_404020
LELG_00537	CPAR2_404010
LELG_00538	CPAR2_403990
LELG_00539	CPAR2_403980
LELG_00540	CPAR2_403970
LELG_00541	CPAR2_403960
LELG_00545	CPAR2_206220
LELG_00547	CPAR2_206240
LELG_00548	CPAR2_206250
LELG_00549	CPAR2_803980
LELG_00550	CPAR2_803970
LELG_00551	CPAR2_803960
LELG_00552	CPAR2_803950
LELG_00553	CPAR2_803940
LELG_00555	CPAR2_804950
LELG_00556	CPAR2_206730
LELG_00557	CPAR2_206720
LELG_00559	CPAR2_206810
LELG_00560	CPAR2_206790
LELG_00561	CPAR2_206800
LELG_00562	CPAR2_206740
LELG_00564	CPAR2_206750
LELG_00565	CPAR2_206710
LELG_00566	CPAR2_206700
LELG_00567	CPAR2_206690
LELG_00568	CPAR2_206670
LELG_00569	CPAR2_206660
LELG_00570	CPAR2_206650
LELG_00573	CPAR2_301800
LELG_00574	CPAR2_301810
LELG_00575	CPAR2_206470
LELG_00576	CPAR2_301820
LELG_00577	CPAR2_207100
LELG_00578	CPAR2_207080
LELG_00579	CPAR2_207070
LELG_00580	CPAR2_206390
LELG_00582	CPAR2_206380
LELG_00583	CPAR2_206370
LELG_00584	CPAR2_206360
LELG_00585	CPAR2_206350
LELG_00586	CPAR2_206340
LELG_00587	CPAR2_206330
LELG_00588	CPAR2_206320
LELG_00589	CPAR2_207060
LELG_00591	CPAR2_207050
LELG_00592	CPAR2_206900
LELG_00593	CPAR2_206920
LELG_00594	CPAR2_206970
LELG_00595	CPAR2_206960
LELG_00596	CPAR2_206950
LELG_00597	CPAR2_206940
LELG_00598	CPAR2_206930
LELG_00599	CPAR2_207010
LELG_00600	CPAR2_207020
LELG_00601	CPAR2_207030
LELG_00602	CPAR2_207040
LELG_00603	CPAR2_206890
LELG_00604	CPAR2_206880
LELG_00605	CPAR2_206820
LELG_00606	CPAR2_206830
LELG_00607	CPAR2_206780
LELG_00608	CPAR2_206770
LELG_00609	CPAR2_206760
LELG_00610	CPAR2_206870
LELG_00613	CPAR2_206860
LELG_00614	CPAR2_206840
LELG_00615	CPAR2_206460
LELG_00616	CPAR2_206450
LELG_00617	CPAR2_206440
LELG_00618	CPAR2_206430
LELG_00620	CPAR2_206420
LELG_00621	CPAR2_206410
LELG_00622	CPAR2_206400
LELG_00623	CPAR2_206480
LELG_00624	CPAR2_206490
LELG_00626	CPAR2_206510
LELG_00627	CPAR2_206520
LELG_00628	CPAR2_206530
LELG_00629	CPAR2_206540
LELG_00630	CPAR2_206550
LELG_00631	CPAR2_206570
LELG_00632	CPAR2_206580
LELG_00633	CPAR2_206590
LELG_00634	CPAR2_206600
LELG_00635	CPAR2_206610
LELG_00636	CPAR2_206620
LELG_00637	CPAR2_206630
LELG_00639	CPAR2_206640
LELG_00640	CPAR2_207220
LELG_00641	CPAR2_207210
LELG_00643	CPAR2_207200
LELG_00644	CPAR2_207190
LELG_00645	CPAR2_207180
LELG_00646	CPAR2_207170
LELG_00647	CPAR2_207160
LELG_00648	CPAR2_200180
LELG_00649	CPAR2_207150
LELG_00650	CPAR2_107440
LELG_00651	CPAR2_207140
LELG_00653	CPAR2_207230
LELG_00654	CPAR2_207240
LELG_00655	CPAR2_207280
LELG_00656	CPAR2_207290
LELG_00657	CPAR2_207480
LELG_00658	CPAR2_207470
LELG_00659	CPAR2_207460
LELG_00660	CPAR2_207450
LELG_00661	CPAR2_207440
LELG_00662	CPAR2_207420
LELG_00666	CPAR2_207410
LELG_00667	CPAR2_207400
LELG_00668	CPAR2_207390
LELG_00669	CPAR2_207380
LELG_00670	CPAR2_207370
LELG_00671	CPAR2_207360
LELG_00672	CPAR2_207350
LELG_00673	CPAR2_207340
LELG_00674	CPAR2_207330
LELG_00675	CPAR2_207320
LELG_00676	CPAR2_207310
LELG_00677	CPAR2_207300
LELG_00678	CPAR2_207530
LELG_00679	CPAR2_207550
LELG_00680	CPAR2_207560
LELG_00681	CPAR2_207570
LELG_00682	CPAR2_207580
LELG_00683	CPAR2_207490
LELG_00684	CPAR2_207500
LELG_00685	CPAR2_207510
LELG_00686	CPAR2_207520
LELG_00687	CPAR2_207590
LELG_00688	CPAR2_207600
LELG_00689	CPAR2_207610
LELG_00691	CPAR2_207620
LELG_00692	CPAR2_207630
LELG_00693	CPAR2_207640
LELG_00694	CPAR2_207650
LELG_00695	CPAR2_207660
LELG_00696	CPAR2_207670
LELG_00697	CPAR2_207680
LELG_00699	CPAR2_210410
LELG_00700	CPAR2_210420
LELG_00701	CPAR2_210430
LELG_00702	CPAR2_210440
LELG_00704	CPAR2_210450
LELG_00705	CPAR2_210460
LELG_00706	CPAR2_210470
LELG_00707	CPAR2_210510
LELG_00708	CPAR2_210500
LELG_00709	CPAR2_210490
LELG_00710	CPAR2_210480
LELG_00711	CPAR2_210520
LELG_00712	CPAR2_210540
LELG_00713	CPAR2_210550
LELG_00714	CPAR2_210570
LELG_00715	CPAR2_210580
LELG_00716	CPAR2_210590
LELG_00717	CPAR2_210600
LELG_00718	CPAR2_210610
LELG_00719	CPAR2_210620
LELG_00720	CPAR2_210630
LELG_00721	CPAR2_210640
LELG_00724	CPAR2_702060
LELG_00726	CPAR2_210650
LELG_00727	CPAR2_601220
LELG_00728	CPAR2_210670
LELG_00729	CPAR2_210680
LELG_00730	CPAR2_210690
LELG_00731	CPAR2_210710
LELG_00732	CPAR2_210720
LELG_00733	CPAR2_210730
LELG_00738	CPAR2_210740
LELG_00740	CPAR2_210750
LELG_00741	CPAR2_210770
LELG_00742	CPAR2_210780
LELG_00743	CPAR2_210790
LELG_00744	CPAR2_210800
LELG_00745	CPAR2_210810
LELG_00746	CPAR2_210820
LELG_00747	CPAR2_210830
LELG_00748	CPAR2_210840
LELG_00751	CPAR2_210850
LELG_00752	CPAR2_210860
LELG_00753	CPAR2_210870
LELG_00755	CPAR2_210890
LELG_00756	CPAR2_210900
LELG_00757	CPAR2_210910
LELG_00758	CPAR2_210920
LELG_00759	CPAR2_210930
LELG_00761	CPAR2_209440
LELG_00762	CPAR2_209430
LELG_00763	CPAR2_209420
LELG_00765	CPAR2_500680
LELG_00766	CPAR2_209390
LELG_00767	CPAR2_209400
LELG_00768	CPAR2_209410
LELG_00769	CPAR2_209380
LELG_00770	CPAR2_209370
LELG_00771	CPAR2_209360
LELG_00772	CPAR2_209350
LELG_00773	CPAR2_209340
LELG_00774	CPAR2_209310
LELG_00775	CPAR2_209300
LELG_00776	CPAR2_209290
LELG_00778	CPAR2_209260
LELG_00779	CPAR2_209250
LELG_00780	CPAR2_209240
LELG_00781	CPAR2_209230
LELG_00782	CPAR2_209220
LELG_00783	CPAR2_209180
LELG_00784	CPAR2_209190
LELG_00785	CPAR2_209200
LELG_00786	CPAR2_209170
LELG_00787	CPAR2_209160
LELG_00788	CPAR2_209150
LELG_00789	CPAR2_209140
LELG_00790	CPAR2_209130
LELG_00791	CPAR2_209120
LELG_00792	CPAR2_209110
LELG_00793	CPAR2_209100
LELG_00796	CPAR2_209090
LELG_00797	CPAR2_209080
LELG_00798	CPAR2_209070
LELG_00799	CPAR2_209060
LELG_00800	CPAR2_209050
LELG_00801	CPAR2_209040
LELG_00802	CPAR2_208880
LELG_00803	CPAR2_208890
LELG_00805	CPAR2_208900
LELG_00806	CPAR2_208940
LELG_00807	CPAR2_208950
LELG_00808	CPAR2_208960
LELG_00809	CPAR2_208970
LELG_00810	CPAR2_208980
LELG_00811	CPAR2_208990
LELG_00812	CPAR2_209000
LELG_00814	CPAR2_209020
LELG_00815	CPAR2_209030
LELG_00816	CPAR2_208790
LELG_00817	CPAR2_208800
LELG_00818	CPAR2_208810
LELG_00819	CPAR2_208840
LELG_00820	CPAR2_208850
LELG_00821	CPAR2_208860
LELG_00822	CPAR2_208870
LELG_00823	CPAR2_208780
LELG_00824	CPAR2_208770
LELG_00825	CPAR2_208750
LELG_00827	CPAR2_208740
LELG_00828	CPAR2_208730
LELG_00830	CPAR2_208710
LELG_00831	CPAR2_208700
LELG_00832	CPAR2_208690
LELG_00833	CPAR2_208680
LELG_00834	CPAR2_208670
LELG_00835	CPAR2_208660
LELG_00836	CPAR2_208650
LELG_00837	CPAR2_208640
LELG_00838	CPAR2_208630
LELG_00839	CPAR2_208620
LELG_00840	CPAR2_208610
LELG_00842	CPAR2_208600
LELG_00843	CPAR2_208590
LELG_00844	CPAR2_208570
LELG_00845	CPAR2_208560
LELG_00846	CPAR2_208550
LELG_00847	CPAR2_208540
LELG_00848	CPAR2_208530
LELG_00849	CPAR2_208520
LELG_00850	CPAR2_208510
